title（注意，所有单元格都不要包含换行符）,variant,price,imgUrl,link,l2,l3,inviteId,modelId,final_1688_link,price judge,上传日期,itemid,最大价格,价格档位,空置，该列请勿删除，否则会导致数据错乱,l4
GUVIET 11件套粉色个人化妆刷套装，配同色皮革收纳袋，300克,更新 5.0 + 包,12.9,https://cf.shopee.vn/file/vn-11134207-820l4-mjf0r2u23pxe82,http://shopee.vn/product/64882085/11966210779,美容工具,化妆配件,IVCN2026032524558,415372587187,https://detail.1688.com/offer/709726710205.html?spm=a26352.b28411319.offerlist.22.3f331e62GZYCBY,1688三档价,3月30日,11966210779,12.9,高价品,,化妆刷
GUVIET 11件套粉色个人化妆刷套装，配同色皮革收纳袋，300克,更新 5.0 + 杯,14.11,https://cf.shopee.vn/file/vn-11134207-820l4-mjf0qxyiiqdg4d,http://shopee.vn/product/64882085/11966210779,美容工具,化妆配件,IVCN2026032524558,415372587188,https://detail.1688.com/offer/709726710205.html?spm=a26352.b28411319.offerlist.22.3f331e62GZYCBY,1688三档价,3月30日,11966210779,14.11,高价品,,化妆刷
WOSADO 可重复使用磁性假睫毛全系列 专业高品质安全杜邦3D假睫毛 无胶线,32号 - 梨花,74.09,https://cf.shopee.com.my/file/cn-11134207-820l4-miwvc38pxpfp30,http://shopee.com.my/product/826894207/18693229746,美容工具,化妆配件,IVCN2026032521208,415378664560,https://detail.1688.com/offer/982172625558.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i12&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,倒算价,3月30日,18693229746,74.09,高价品,,假睫毛
WOSADO 可重复使用磁性假睫毛全系列 专业高品质安全杜邦3D假睫毛 无胶线,33号 - 芭比黑,32,https://cf.shopee.com.my/file/cn-11134207-820l4-miwvc6s53m6f48,http://shopee.com.my/product/826894207/18693229746,美容工具,化妆配件,IVCN2026032521208,415378664561,https://detail.1688.com/offer/929226459081.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDINCUIVHUUU2HJEZUISKOJJNEOQJUIRBVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVIT2NIJNEOVJSKRFU4WSRI5MTERCFLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688三档价,3月30日,18693229746,32,高价品,,假睫毛
WOSADO 可重复使用磁性假睫毛全系列 专业高品质安全杜邦3D假睫毛 无胶线,第36名——吉妮·布莱克,32,https://cf.shopee.com.my/file/cn-11134207-820l4-miwvci5eqjnr05,http://shopee.com.my/product/826894207/18693229746,美容工具,化妆配件,IVCN2026032521208,415378664564,https://detail.1688.com/offer/929226459081.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDINCUIVHUUU2HJEZUISKOJJNEOQJUIRBVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVIT2NIJNEOVJSKRFU4WSRI5MTERCFLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688三档价,3月30日,18693229746,32,高价品,,假睫毛
组合2：PinkPunk睫毛夹 + 36小时持久睫毛膏，打造更长更卷翘的睫毛,组合2：PinkPunk睫毛夹 + 36小时持久睫毛膏，打造更长更卷翘的睫毛,10.94,https://cf.shopee.vn/file/cn-11134207-820l4-mj6i3mi8tzb402,http://shopee.vn/product/1168206775/55954265513,美容工具,化妆配件,IVCN2026032524561,415400851778,https://detail.1688.com/offer/948873136099.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2146938717707990586874089e0f19&token=iRkVu%2BQhfl%2BtBvkz1S5bgMvlhmiUVbzc1jrIuYJcBy4%2BNK8foW38%2BGxT4upg%2B%2BFc https://detail.1688.com/offer/902258641203.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2133d7d417707991048848675e117c&token=5M1wpTd%2BBtpTSNrDBd8CCpVtRqB7Kw3duQspRrnXSjQH2i%2B7Wknx9if6daCii6RH,倒算价,3月30日,55954265513,10.94,高价品,,睫毛夹
RT Real Techniques 高级粉底刷，适用于涂抹粉底/妆前乳/防晒霜，柔软刷毛，货号 0553,RT,4.98,https://cf.shopee.vn/file/vn-11134207-820l4-mjghpzfbnz0ke1,http://shopee.vn/product/91579266/42218476640,美容工具,化妆配件,IVCN202603263821,415446373181,https://detail.1688.com/offer/1008356242546.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,3月30日,42218476640,4.98,高价品,,化妆刷
卷发棒，9毫米卷发器，专业锥形卷发棒，快速加热,卷发棒，9毫米卷发器，专业锥形卷发棒，快速加热,22.31,https://cf.shopee.com.br/file/cn-11134207-820l4-mkwnxsuof0g235,http://shopee.com.br/product/1613783154/46256308172,美容工具,美发工具,IVCN2026032524563,415569113061,https://detail.1688.com/offer/795971052840.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b5ecd17737423496982284e1190&token=Oxcg2XyztNcEGRkp3BatyoHz5hAnuEn3avHLYAwVotPCJupdl7SGtge%2FCW65hyf0,倒算价,3月30日,46256308172,22.31,高价品,,美发造型工具
大容量免胶假睫毛 妈妈活力单簇自然浓密卷翘日常通勤约会新手,SN007,1.82,https://cf.shopee.ph/file/cn-11134207-820l4-ml1xuxhhtc7495,http://shopee.ph/product/736726564/54802214255,美容工具,化妆配件,IVCN2026032524565,415573055721,https://detail.1688.com/offer/746048965297.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=6c823851d0777deb4674861bdbaf4463&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B1D4A17A95BCB27E38A1DD58DCDC13907258398D824A27B15C2DE6CC53D0E9BCC7348394BC3CC3C62B9992F8828C4BE8926D78215F4938C62BD16CAD3766801ECAC350AD9CD906B2C2BC8686C8BD726F1E12945770183CA5A2B7BCC4D13837B7A9660D325EC671AB59AB4175275B9AC30BA98F2E4060BAC4393579A6BD8DE2D3FBFC5491B2B0E95EB4%26cbu_cps_trace_flag%3Dwrite,倒算价,3月30日,54802214255,1.82,中价品,,假睫毛
YOOLE化妆镜 | LED灯 | 触控 | 亮度可调,银粉色,35,https://cf.shopee.com.my/file/cn-11134207-820l4-mie6axlgw740ec,http://shopee.com.my/product/1049926315/43453481692,美容工具,化妆配件,IVCN2026032517418,420021100926,https://detail.1688.com/offer/898872809370.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,3月30日,43453481692,35,高价品,,镜子
SACE LADY 2025 化妆刷清洗机 - 自动清洗烘干，多功能，适用于化妆刷/海绵,专业版 2025,46.5,https://cf.shopee.vn/file/vn-11134207-820l4-mgncj9s9xu6k0c,http://shopee.vn/product/1102944502/25525734500,美容工具,化妆配件,IVCN2026032524567,420070960257,https://detail.1688.com/offer/817449926860.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23translate.google.com&amug_biz=oneself&amug_fl_src=awakeId_982 https://detail.1688.com/offer/998806979028.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b52090217708899748318634e0e9d&token=v6E8KyC3yy6wAP17k6ESmmRSSYcfTcg35EpVHFbHg5u5oulnAliwZ%2BZ%2Bqe%2FEPGeJ,1688三档价,3月30日,25525734500,46.5,高价品,,化妆刷清洁剂
Lokykin 5合1洁面慕斯 - 正品 - 光子嫩肤、EMS精华导入、有效提拉 (2025),Lokykin 5合1洁面慕斯 - 正品 - 光子嫩肤、EMS精华导入、有效提拉 (2025),89.34,https://cf.shopee.vn/file/vn-11134207-820l4-mjsr15hf785hd4,http://shopee.vn/product/1484113122/49600936850,美容工具,面部护理工具,IVCN2026032524569,420082607052,https://detail.1688.com/offer/1000188105991.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDIWKUIFGUEUKHIU2EIUKNJJIUOVJUKRJU2SZXJZJFSRKXLJGFUTZVLBMEKWSDKRGVMUKYIVMTGSKMGRMVIT2OLJIUQQJUIRFU6QSSJBATIRCRJZFTOUCOGZIT2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,倒算价,3月30日,49600936850,89.34,高价品,,面部清洁工具
【超值装】Pinkmia Chivey HTD350 正品洁面海绵垫（20片装）,随机的,13.11,https://cf.shopee.vn/file/sg-11134301-7rep3-m2hxof5fiv6ecd,http://shopee.vn/product/1175586038/51000973015,美容工具,面部护理工具,IVCN2026032524571,420088568827,https://detail.1688.com/offer/920682245780.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf8ca8917708678355438922e1090&token=qCwb3PKaOcaBQe46OLFHW3aov9xRV8jquyKE%2B00Niui6s0IShvSCzNO5JqSQTEsG,倒算价,3月30日,51000973015,13.11,高价品,,其他的
桌面化妆镜，带三色 LED 花卉边框的桌面化妆镜，触摸感应开/关。,带 LED_53cm,65,https://cf.shopee.vn/file/vn-11134207-820l4-mha9j3zmummn28,http://shopee.vn/product/127417788/47851815811,美容工具,化妆配件,IVCN2026032524573,420165539248,https://detail.1688.com/offer/954939405630.html?lang=zh&kjSource=pc&fromkv=refer:HVDFOR2TGRCFGTSGKJLUWVCDKFGDINCUJNHEEWSHJU2FISKNIJLEOWK2KRAVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVITKPIJKUOUJUKRIU4SSUJBCVSRCFLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688三档价,3月30日,47851815811,65,高价品,,镜子
可折叠硅胶面部冰浴洗脸盆，便携式，用于面部清洁和提拉肌肤。,绿色的,9.62,https://cf.shopee.co.th/file/sg-11134201-8226p-mhvdrk0lxf5t28,http://shopee.co.th/product/1147728167/50902614151,美容工具,面部护理工具,IVCN2026032524577,420252825025,https://detail.1688.com/offer/981985492109.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDINCUKFGUUWSIIEZFISKPJJJUORKZIRJVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVIT2NLJMEOTKZKRDU4WSSI5GTGRCJLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,倒算价,3月30日,50902614151,9.62,高价品,,面部清洁工具
可折叠硅胶面部冰浴洗脸盆，便携式，用于面部清洁和提拉肌肤。,黑色的,9.66,https://cf.shopee.co.th/file/sg-11134201-8224v-mhvdrk6c0utia3,http://shopee.co.th/product/1147728167/50902614151,美容工具,面部护理工具,IVCN2026032524577,420252825026,https://detail.1688.com/offer/981985492109.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDINCUKFGUUWSIIEZFISKPJJJUORKZIRJVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVIT2NLJMEOTKZKRDU4WSSI5GTGRCJLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,倒算价,3月30日,50902614151,9.66,高价品,,面部清洁工具
Lizz Pro Crush Ion 1300W 双电压吹风梳,双电压,89,https://cf.shopee.com.br/file/sg-11134201-7rdxi-lzkx11kgru7r35,http://shopee.com.br/product/1180886499/19297674985,美容工具,美发工具,IVCN2026032524580,420399182604,https://detail.1688.com/offer/729659916609.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDIM2UIVHUUV2HKU2FIU2NJJLUOWKZIRJVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVIT2NIJNEOVK2IRHU2SSTI5KTERCFLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688三档价,3月30日,19297674985,89,高价品,,刷子和梳子
双向负离子吹风机（冷热风），米粉色，配有皮套、3 档强劲风速和造型喷嘴。,双向负离子吹风机（冷热风），米粉色，配有皮套、3 档强劲风速和造型喷嘴。,46.44,https://cf.shopee.vn/file/sg-11134201-8261z-mj5ymk8e4phf08,http://shopee.vn/product/163177529/55954203251,美容工具,美发工具,IVCN2026032524582,420399517179,https://detail.1688.com/offer/870610120958.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=fcbb85d0d25c41dc9458a85e6f4d9192&sessionid=be854d6ecb99f63fb4d5d6c9835f5872,倒算价,3月30日,55954203251,46.44,高价品,,吹风机
头皮涂抹梳，用于生发治疗米诺地尔简易液体分配器,黑色-15毫升,6.49,https://cf.shopee.ph/file/ph-11134207-81zth-mj6n8m7nrmyt2f,http://shopee.ph/product/1662749035/56054282030,美容工具,美发工具,IVCN2026032524584,420401477926,https://detail.1688.com/offer/1008506838152.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDIWKUIFGUEWKHKVMUITKPIJKEQQKZKRFU2UZXJZJFSRKXLJGFUTZVLBMEKWSDKRGVMUKYIVMTGSKMGRMVIT2OLJKEONBSIRFU2WSSI5ETGVCNJYZDOUCOGZIT2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,倒算价,3月30日,56054282030,6.49,高价品,,刷子和梳子
无需胶水的假睫毛 超强粘性假睫毛 10-12mm 无胶假睫毛 自粘式,【买一送二】D套装,5.99,https://cf.shopee.ph/file/sg-11134201-82623-mjmoky1wtngle0,http://shopee.ph/product/1563734802/52954870931,美容工具,化妆配件,IVCN2026032524586,420449723846,https://detail.1688.com/offer/827310185410.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDINCEIVHFUVCHIVMUIQ2PIJLEOUKZKRAVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVIT2NLJMEORJUIRJU4USXI5MTERCFLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,倒算价,3月30日,52954870931,5.99,中价品,,假睫毛
无需胶水的假睫毛 超强粘性假睫毛 10-12mm 无胶假睫毛 自粘式,【买一送二】Y套装,5.99,https://cf.shopee.ph/file/sg-11134201-825zr-mjmokylnp9mv82,http://shopee.ph/product/1563734802/52954870931,美容工具,化妆配件,IVCN2026032524586,420449723848,https://detail.1688.com/offer/804013074162.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,倒算价,3月30日,52954870931,5.99,中价品,,假睫毛
无需胶水的假睫毛 超强粘性假睫毛 10-12mm 无胶假睫毛 自粘式,【买一送二】F套装,5.99,https://cf.shopee.ph/file/sg-11134201-825zr-mjmokz9mk0779c,http://shopee.ph/product/1563734802/52954870931,美容工具,化妆配件,IVCN2026032524586,420449723853,https://detail.1688.com/offer/804013074162.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,倒算价,3月30日,52954870931,5.99,中价品,,假睫毛
无需胶水的假睫毛 超强粘性假睫毛 10-12mm 无胶假睫毛 自粘式,【买一送二】H套装,5.99,https://cf.shopee.ph/file/sg-11134201-8260v-mjmokxhl9lvpbf,http://shopee.ph/product/1563734802/52954870931,美容工具,化妆配件,IVCN2026032524586,420449723855,https://detail.1688.com/offer/827310185410.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDINCEIVHFUVCHIVMUIQ2PIJLEOUKZKRAVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVIT2NLJMEORJUIRJU4USXI5MTERCFLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,倒算价,3月30日,52954870931,5.99,中价品,,假睫毛
（购买前请阅读产品描述）兔子花朵蝴蝶镜子现货供应（购买前请阅读产品描述）,粉色的,38.01,https://cf.shopee.vn/file/vn-11134207-81ztc-mk5il4klbyfb9b,http://shopee.vn/product/233304603/49705691610,美容工具,化妆配件,IVCN2026032524591,420513264179,https://detail.1688.com/offer/1028588165199.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,倒算价,3月30日,49705691610,38.01,高价品,,镜子
（购买前请阅读产品描述）兔子花朵蝴蝶镜子现货供应（购买前请阅读产品描述）,绿色的,29.34,https://cf.shopee.vn/file/vn-11134207-81ztc-mk5il65rfri9c0,http://shopee.vn/product/233304603/49705691610,美容工具,化妆配件,IVCN2026032524591,420513264180,https://detail.1688.com/offer/979133346456.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b5681be17737291246141921e0f44&token=WjNS%2B9z10UG6NHd%2BCgKtikEt4Mv4rSeqIsHuEeigJygLLnPP%2F5JPm%2BHTa4QvleVz,倒算价,3月30日,49705691610,29.34,高价品,,镜子
（购买前请阅读产品描述）兔子花朵蝴蝶镜子现货供应（购买前请阅读产品描述）,这样,32.85,https://cf.shopee.vn/file/vn-11134207-81ztc-mk5il8w8dp1k7a,http://shopee.vn/product/233304603/49705691610,美容工具,化妆配件,IVCN2026032524591,420513264181,https://detail.1688.com/offer/1028588165199.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,倒算价,3月30日,49705691610,32.85,高价品,,镜子
《Amortals》粉底刷和海绵组合套装 - 柔软美人鱼化妆刷，适用于粉底和气垫,海绵刷套装 + 1 个 MRM,15.49,https://cf.shopee.vn/file/vn-11134207-820l4-mjqjywv4ctfoa3,http://shopee.vn/product/1391725226/40205188010,美容工具,化妆配件,IVCN202603263846,420518291355,https://detail.1688.com/offer/985725221359.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,倒算价,3月30日,40205188010,15.49,高价品,,化妆刷
《Amortals》粉底刷和海绵组合套装 - 柔软美人鱼化妆刷，适用于粉底和气垫,海绵刷 + 3MRM 组合,21.55,https://cf.shopee.vn/file/vn-11134207-81ztc-mk80gbr5w4jn42,http://shopee.vn/product/1391725226/40205188010,美容工具,化妆配件,IVCN202603263846,420518291356,https://detail.1688.com/offer/985725221359.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,倒算价,3月30日,40205188010,21.55,高价品,,化妆刷
Authentic Flower Knows 9周年纪念梳子,Authentic Flower Knows 9周年纪念梳子,16.78,https://cf.shopee.vn/file/vn-11134207-820l4-mg7dzs3v74zwee,http://shopee.vn/product/533077791/40475772952,美容工具,美发工具,IVCN2026032524595,425006789719,https://detail.1688.com/offer/888722460685.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b52090217667432134192152e0f63&token=AGbLdwYO8Nh2SmrCr6EBO52xQepwNxlSfPn7cCW61lYbKGSplAIVdYQ%2FEwSayeTR,倒算价,3月30日,40475772952,16.78,高价品,,刷子和梳子
COPCOP HCM 负离子吹风机具有 9 种吹干模式、2 亿个负离子和冷热设置，可保护您的头发。,粉色 - 2026,45,https://cf.shopee.vn/file/vn-11134207-820l4-mh1hj5lwwt8v19,http://shopee.vn/product/1280938265/48601422770,美容工具,美发工具,IVCN2026032524597,425128552254,https://detail.1688.com/offer/962228676089.html?lang=zh&kjSource=pc&fromkv=refer:HVDFOR2TGRCFGTSGKJLUWVCDKFGDINCUJVGVEU2HJE2EITKOLJLUOQJUIRJVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVITKPIJKUOUJTKRIU6SSUI42FUVCHLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688三档价,3月30日,48601422770,45,高价品,,吹风机
Sunhouse SHD2320 负离子吹风机 - 360°旋转风嘴 - 3档风速 - 双倍速干,Sunhouse SHD2320 负离子吹风机 - 360°旋转风嘴 - 3档风速 - 双倍速干,78,https://cf.shopee.vn/file/vn-11134207-81ztc-mlg9g04snojpfc,http://shopee.vn/product/18183995/55101791003,美容工具,美发工具,IVCN2026032524599,425165367908,"https://detail.1688.com/offer/978186184657.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=9770d4a4fafd4697bb10f32666f3bce2&sessionid=edd52feb91dc7dd85b81136de9d4817e
https://detail.1688.com/offer/683310617905.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=d84643aa43ac459da58ac8511b02bacc&sessionid=b6b46ee8aadf4c89a7b43cb042257e08",1688三档价,3月30日,55101791003,78,高价品,,吹风机
4对（1副）可重复使用的磁性假睫毛，带3D夹子 - 防水 - 带剪钳,【LZ04】,9.5,https://cf.shopee.com.br/file/cn-11134207-820l4-mhmpezjsamf6e4,http://shopee.com.br/product/572449177/52502298668,美容工具,化妆配件,IVCN2026032524601,425222623208,https://detail.1688.com/offer/903257597998.html?spm=a26352.b28411319/2508.0.0,1688三档价,3月30日,52502298668,9.5,高价品,,假睫毛
Homezy 高级高速 1600W 吹风机，大功率，200 万负离子，5 种风速模式，快速干发,Homezy 高级高速 1600W 吹风机，大功率，200 万负离子，5 种风速模式，快速干发,22.79,https://cf.shopee.com.my/file/my-11134207-820l5-mhsupwo7i9l110,http://shopee.com.my/product/1673069812/28043724143,美容工具,美发工具,IVCN202603303335,425243990807,https://detail.1688.com/offer/1003711621763.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDIWKUIFGUEVCHGRMVIQ2OKJJUORJTKRGU2MRXJZJFSRKXLJGFUTZVLBMEKWSDKRGVMUKYIVMTGSKMGRMVIT2OLJKEQQKZIRFU2WSZI5ETGVCJJZJTOUCOGZIT2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,倒算价,3月30日,28043724143,22.79,高价品,,吹风机
专业化妆刷套装，含收纳袋（7/10/13支刷子），满足您的所有化妆需求。提供多种刷具组合装。,10件,10.27,https://cf.shopee.co.th/file/sg-11134201-8227i-mhu9f1b8o2rmcd,http://shopee.co.th/product/1335330628/44802589638,美容工具,化妆配件,IVCN2026032524603,425249301754,https://detail.1688.com/offer/1017410140711.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=0b8d54b1ad44490a9f6daafa5db9dc8e&sessionid=1732e4d14d9608f455939b6b892c12e3,倒算价,3月30日,44802589638,10.27,高价品,,化妆刷
【新品上市】SKYMI双眼皮贴 - 无需镊子！只需撕下即可粘贴。使用方便，轻薄自然，持久一整天。,S181号命令,2.9,https://cf.shopee.co.th/file/th-11134207-81ztm-mi5ooueeodfr90,http://shopee.co.th/product/1269894681/58002996297,美容工具,化妆配件,IVCN2026032524605,425288267407,https://detail.1688.com/offer/695624989441.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,3月30日,58002996297,2.9,高价品,,眼睑胶带和胶水
花之知——兔子花园系列手镜（兔子花园手镜）,粉色（CB补货）,36.33,https://cf.shopee.vn/file/vn-11134207-820l4-mjmkdyvxs5j84c,http://shopee.vn/product/15258185/48254451843,美容工具,化妆配件,IVCN2026032524607,425415417310,https://detail.1688.com/offer/1014820553374.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,倒算价,3月30日,48254451843,36.33,高价品,,镜子
花之知——兔子花园系列手镜（兔子花园手镜）,经过,32.51,https://cf.shopee.vn/file/vn-11134207-820l4-mjmke879faivee,http://shopee.vn/product/15258185/48254451843,美容工具,化妆配件,IVCN2026032524607,425415417312,https://detail.1688.com/offer/1014820553374.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,倒算价,3月30日,48254451843,32.51,高价品,,镜子
【买一送一】240簇全新升级自粘柔软假睫毛可重复使用睫毛嫁接货到付款,蓝+粉【240】,8.38,https://cf.shopee.ph/file/ph-11134201-81zto-mjpd6gqn0kqqf1,http://shopee.ph/product/1571054880/25296274910,美容工具,化妆配件,IVCN2026032524610,425457674371,https://detail.1688.com/offer/743574299218.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17739989927728961e0ea4&token=avaOsaWecANLKaFmeH26wjL5itCjuAinGJP5xnqKdA7ajXp%2F65DE1JRbCtummULr https://detail.1688.com/offer/653082437385.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,倒算价,3月30日,25296274910,8.38,高价品,,假睫毛
BY2 Airstrait 直发器 高速吹风机 干湿两用直发器,陶瓷粉色,145.33,https://cf.shopee.ph/file/cn-11134207-820l4-mjy156ul8cu92d,http://shopee.ph/product/1057570976/51504998379,美容工具,美发工具,IVCN2026032524612,425487602871,https://detail.1688.com/offer/950327847311.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2127a84b17737217127872168e0ef6&token=6q4C9k%2FEgZH74N1Pc2IWiabtskxwp1hEvXJfmXDDXCO4DuRIdneOT4wiRUlFqCHY,倒算价,3月30日,51504998379,145.33,高价品,,美发造型工具
专业离子吹风机 8600W 电压 110V 和 220V PBT-7701,110伏,73,https://cf.shopee.com.br/file/br-11134207-81ztc-mk2flte6v75u23,http://shopee.com.br/product/994983526/52455583589,美容工具,美发工具,IVCN2026032524614,425505236153,https://detail.1688.com/offer/664404814046.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDIM2EJVHEEVKHIEZEIUKNJJKUOQJSIRGVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVIT2NLJMEOSKZKRHU2WSVI5IVUVCHLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688三档价,3月30日,52455583589,73,高价品,,吹风机
